taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_families.report,W133-25PVC-2-17_kraken2_bracken_families.report,W132-25PVC-1-17_kraken2_bracken_families.report,W131-25PET-3-17_kraken2_bracken_families.report,W130-25PET-2-17_kraken2_bracken_families.report,W129-25PET-1-17_kraken2_bracken_families.report,W128-25PE0.6-3-17_kraken2_bracken_families.report,W127-25PE0.6-2-17_kraken2_bracken_families.report,W126-25PE0.6-1-17_kraken2_bracken_families.report,W125-25S-3-17_kraken2_bracken_families.report,W124-25S-2-17_kraken2_bracken_families.report,W123-25S-1-17_kraken2_bracken_families.report,Q66-25S-3-0_kraken2_bracken_families.report,Q65-25S-2-0_kraken2_bracken_families.report,Q64-25S-1-0_kraken2_bracken_families.report,Q63-25PVC-3-11_kraken2_bracken_families.report,Q62-25PVC-2-11_kraken2_bracken_families.report,Q61-25PVC-1-11_kraken2_bracken_families.report,Q60-25PET-3-11_kraken2_bracken_families.report,Q59-25PET-2-11_kraken2_bracken_families.report,Q58-25PET-1-11_kraken2_bracken_families.report,Q57-25PE0.6-3-11_kraken2_bracken_families.report,Q56-25PE0.6-2-11_kraken2_bracken_families.report,Q55-25PE0.6-1-11_kraken2_bracken_families.report,Q54-25S-3-11_kraken2_bracken_families.report,Q53-25S-2-11_kraken2_bracken_families.report,Q52-25S-1-11_kraken2_bracken_families.report,Q51-25PVC-3-3_kraken2_bracken_families.report,Q50-25PVC-2-3_kraken2_bracken_families.report,Q49-25PVC-1-3_kraken2_bracken_families.report,Q48-25PET-3-3_kraken2_bracken_families.report,Q47-25PET-2-3_kraken2_bracken_families.report,Q46-25PET-1-3_kraken2_bracken_families.report,Q45-25PE0.6-3-3_kraken2_bracken_families.report,Q44-25PE0.6-2-3_kraken2_bracken_families.report,Q43-25PE0.6-1-3_kraken2_bracken_families.report,Q42-25S-3-3_kraken2_bracken_families.report,Q41-25S-2-3_kraken2_bracken_families.report,Q40-25S-1-3_kraken2_bracken_families.report,Q34-25PE0.1-2-11_kraken2_bracken_families.report,Q33-25PE0.1-1-11_kraken2_bracken_families.report,Q32-25PE0.1-2-3_kraken2_bracken_families.report,Q31-25PE0.1-1-3_kraken2_bracken_families.report
P,200783,        Aquificota,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,
P,200795,        Chloroflexota,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
P,200918,        Thermotogota,,,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
P,200930,        Deferribacterota,0.0,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
P,200938,        Chrysiogenota,,,,,,,,,,,0.01,,0.01,0.01,0.01,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,
P,200940,        Thermodesulfobacteriota,0.01,0.02,0.02,0.04,0.07,0.08,0.1,0.07,0.06,0.07,0.1,0.09,0.33,0.39,0.34,0.0,0.0,0.01,0.03,0.02,0.01,0.03,0.03,0.02,0.03,0.04,0.02,0.01,0.01,0.02,0.03,0.02,0.04,0.04,0.05,0.05,0.06,0.06,0.08,0.02,0.03,0.02,0.05
P,201174,        Actinomycetota,7.52,9.63,10.15,6.16,5.46,5.44,7.09,6.01,4.42,6.34,6.72,6.94,12.56,12.38,11.41,7.34,6.03,7.83,4.92,3.92,2.88,3.55,3.18,2.63,3.85,3.79,3.59,14.33,13.45,15.71,6.03,4.09,4.41,4.76,4.44,4.61,5.19,5.06,5.09,4.18,4.53,5.54,6.33
C,203486,          Dictyoglomia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
O,203487,            Dictyoglomales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
F,203488,              Dictyoglomaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
C,203490,          Fusobacteriia,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,0.0,0.0
O,203491,            Fusobacteriales,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,0.0,0.0
F,203492,              Fusobacteriaceae,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,0.0
C,203494,            Verrucomicrobiia,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.09,0.09,0.09,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.07,0.08,0.09,0.07,0.07,0.06,0.06,0.07,0.07,0.02,0.02,0.06,0.05
F,203557,                Verrucomicrobiaceae,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.08,0.08,0.08,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.07,0.08,0.08,0.06,0.07,0.06,0.06,0.06,0.06,0.02,0.02,0.06,0.05
P,203682,          Planctomycetota,0.21,0.26,0.27,0.16,0.2,0.2,0.21,0.21,0.18,0.26,0.28,0.27,0.49,0.49,0.48,0.11,0.11,0.11,0.12,0.15,0.11,0.13,0.13,0.11,0.17,0.18,0.16,0.09,0.08,0.11,0.13,0.11,0.13,0.14,0.14,0.13,0.17,0.17,0.18,0.15,0.15,0.12,0.14
C,203683,            Planctomycetia,0.21,0.26,0.27,0.16,0.2,0.2,0.21,0.21,0.17,0.26,0.27,0.27,0.48,0.48,0.47,0.11,0.11,0.11,0.12,0.15,0.11,0.13,0.13,0.11,0.17,0.18,0.16,0.09,0.08,0.11,0.12,0.11,0.13,0.13,0.14,0.13,0.17,0.17,0.18,0.15,0.15,0.12,0.14
P,203691,        Spirochaetota,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.01,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01
C,203692,          Spirochaetia,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.01,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01
C,203693,          Nitrospiria,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.05,0.05,0.05,0.08,0.09,0.09,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.02,0.02,0.02,0.04
P,204428,          Chlamydiota,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,204429,            Chlamydiia,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,204432,          Terriglobia,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
O,204433,            Terriglobales,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,204434,              Acidobacteriaceae,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
O,204441,            Rhodospirillales,0.03,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.06,0.06,0.06,0.14,0.1,0.09,0.02,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.03,0.04,0.03,0.04
O,204455,            Rhodobacterales,2.9,3.07,2.86,2.18,2.39,2.43,2.11,2.14,2.32,3.04,2.8,2.77,2.49,2.42,2.44,1.85,2.16,1.96,1.87,2.29,1.78,2.15,2.09,1.79,2.29,2.12,2.26,1.37,1.35,1.46,1.59,1.59,1.5,1.81,1.71,1.71,1.63,1.63,1.55,3.14,3.0,2.36,2.19
O,204457,            Sphingomonadales,51.71,45.25,44.6,46.43,45.07,45.74,40.68,47.72,55.35,45.77,42.31,41.22,4.23,4.4,4.46,42.67,46.9,43.36,53.62,52.01,56.61,55.61,57.32,59.3,55.84,54.86,56.51,19.95,20.29,20.02,39.75,50.06,47.12,45.51,45.7,47.29,42.57,42.08,41.25,57.3,54.83,49.38,40.31
O,204458,            Caulobacterales,1.81,1.69,2.57,0.33,0.7,0.69,1.27,1.46,1.84,0.27,0.6,1.42,0.38,0.37,0.36,2.53,2.77,4.22,1.17,1.83,1.6,2.99,3.15,3.06,1.79,2.25,3.75,2.92,3.13,2.99,3.8,3.73,3.42,3.06,2.86,3.12,2.81,2.94,2.74,2.46,1.43,3.16,2.66
F,206349,              Hydrogenophilaceae,,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,
O,206351,            Neisseriales,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.17,0.18,0.19,0.0,0.0,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.04,0.01,0.02,0.01,0.02
F,206379,              Nitrosomonadaceae,0.01,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.01,0.03,0.04,0.03,0.12,0.13,0.12,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.02
O,206389,            Rhodocyclales,0.32,0.57,0.45,0.72,1.26,1.19,1.88,1.13,0.75,1.9,1.7,1.62,5.12,4.64,5.0,0.09,0.06,0.09,0.44,0.39,0.43,0.5,0.45,0.51,0.63,0.85,0.6,0.22,0.19,0.32,0.81,0.43,1.03,0.92,0.99,0.82,1.36,1.15,1.22,0.41,0.55,0.45,0.93
O,213115,            Desulfovibrionales,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.02,0.01,0.01,0.01,0.02,0.08,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01
F,213116,              Desulfomicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,213118,            Desulfobacterales,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.05,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
F,213119,              Desulfobacteraceae,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0
F,213121,              Desulfobulbaceae,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,213421,              Desulfuromonadaceae,0.0,0.0,0.0,0.01,0.03,0.03,0.04,0.01,0.03,0.02,0.04,0.03,0.06,0.12,0.07,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.02
F,213422,              Geobacteraceae,0.0,0.0,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.09,0.08,0.09,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.0,0.01
O,213462,            Syntrophobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
F,213465,              Syntrophobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
F,213468,              Syntrophaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,213481,            Bdellovibrionales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,213483,              Pseudobdellovibrionaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,213849,            Campylobacterales,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,216572,              Oscillospiraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,219685,            Gemmatimonadia,0.03,0.05,0.05,0.08,0.11,0.11,0.16,0.14,0.09,0.15,0.17,0.17,0.15,0.15,0.15,0.01,0.01,0.01,0.04,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.01,0.02,0.05,0.03,0.05,0.05,0.06,0.05,0.07,0.07,0.08,0.04,0.05,0.03,0.06
O,219686,              Gemmatimonadales,0.03,0.05,0.05,0.08,0.11,0.1,0.16,0.14,0.09,0.14,0.17,0.16,0.15,0.15,0.15,0.01,0.01,0.01,0.04,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.01,0.02,0.05,0.03,0.05,0.05,0.06,0.05,0.07,0.07,0.08,0.04,0.05,0.03,0.06
F,219687,                Gemmatimonadaceae,0.03,0.05,0.05,0.08,0.11,0.1,0.16,0.14,0.09,0.14,0.17,0.16,0.15,0.15,0.15,0.01,0.01,0.01,0.04,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.01,0.02,0.05,0.03,0.05,0.05,0.06,0.05,0.07,0.07,0.08,0.04,0.05,0.03,0.06
P,221235,          Candidatus Absconditibacteriota,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,
F,224027,              Hydrogenothermaceae,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,
F,224372,              Alcanivoracaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,224379,              Hahellaceae,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
F,224463,              Nannocystaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,224464,              Kofleriaceae,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
C,224756,            Methanomicrobia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,225057,            Acidithiobacillales,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
F,225058,              Acidithiobacillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,225059,              Thermithiobacillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
O,235899,            Nautiliales,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,255473,            Parvularculales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,255474,              Parvularculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,255475,              Aurantimonadaceae,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.02,0.04,0.03,0.04,0.04,0.07,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01
F,255526,              Halothiobacillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,255527,              Saccharospirillaceae,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,0.0,,,,
O1,255728,              Sphaerobacterineae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,256845,          Lentisphaerota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
F,263369,              Bacteriovoracaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
F,267888,              Pseudoalteromonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,267889,              Colwelliaceae,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0
F,267890,              Shewanellaceae,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.01,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,267891,              Moritellaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
F,267892,              Ferrimonadaceae,,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,0.0,,,,0.0
F,267893,              Idiomarinaceae,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0
F,267894,              Psychromonadaceae,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,
O,278081,              Lentisphaerales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
C,292625,          Anaerolineae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,292628,              Anaerolineaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,292629,            Anaerolineales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,292630,              Hydrogenimonadaceae,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
C,301297,          Dehalococcoidia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
