taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_species.report,W133-25PVC-2-17_kraken2_bracken_species.report,W132-25PVC-1-17_kraken2_bracken_species.report,W131-25PET-3-17_kraken2_bracken_species.report,W130-25PET-2-17_kraken2_bracken_species.report,W129-25PET-1-17_kraken2_bracken_species.report,W128-25PE0.6-3-17_kraken2_bracken_species.report,W127-25PE0.6-2-17_kraken2_bracken_species.report,W126-25PE0.6-1-17_kraken2_bracken_species.report,W125-25S-3-17_kraken2_bracken_species.report,W124-25S-2-17_kraken2_bracken_species.report,W123-25S-1-17_kraken2_bracken_species.report,Q66-25S-3-0_kraken2_bracken_species.report,Q65-25S-2-0_kraken2_bracken_species.report,Q64-25S-1-0_kraken2_bracken_species.report,Q63-25PVC-3-11_kraken2_bracken_species.report,Q62-25PVC-2-11_kraken2_bracken_species.report,Q61-25PVC-1-11_kraken2_bracken_species.report,Q60-25PET-3-11_kraken2_bracken_species.report,Q59-25PET-2-11_kraken2_bracken_species.report,Q58-25PET-1-11_kraken2_bracken_species.report,Q57-25PE0.6-3-11_kraken2_bracken_species.report,Q56-25PE0.6-2-11_kraken2_bracken_species.report,Q55-25PE0.6-1-11_kraken2_bracken_species.report,Q54-25S-3-11_kraken2_bracken_species.report,Q53-25S-2-11_kraken2_bracken_species.report,Q52-25S-1-11_kraken2_bracken_species.report,Q51-25PVC-3-3_kraken2_bracken_species.report,Q50-25PVC-2-3_kraken2_bracken_species.report,Q49-25PVC-1-3_kraken2_bracken_species.report,Q48-25PET-3-3_kraken2_bracken_species.report,Q47-25PET-2-3_kraken2_bracken_species.report,Q46-25PET-1-3_kraken2_bracken_species.report,Q45-25PE0.6-3-3_kraken2_bracken_species.report,Q44-25PE0.6-2-3_kraken2_bracken_species.report,Q43-25PE0.6-1-3_kraken2_bracken_species.report,Q42-25S-3-3_kraken2_bracken_species.report,Q41-25S-2-3_kraken2_bracken_species.report,Q40-25S-1-3_kraken2_bracken_species.report,Q34-25PE0.1-2-11_kraken2_bracken_species.report,Q33-25PE0.1-1-11_kraken2_bracken_species.report,Q32-25PE0.1-2-3_kraken2_bracken_species.report,Q31-25PE0.1-1-3_kraken2_bracken_species.report
S,187145,                  Caldithrix abyssi,3.0,2.0,,3.0,2.0,,3.0,,,3.0,11.0,,11.0,3.0,9.0,,2.0,,2.0,2.0,,6.0,,,,3.0,,,,,4.0,,,3.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,,4.0
S,187303,                    Methylocystis sp. SC2,11.0,18.0,25.0,31.0,23.0,26.0,41.0,36.0,25.0,46.0,92.0,74.0,109.0,164.0,189.0,12.0,6.0,4.0,9.0,19.0,13.0,7.0,17.0,9.0,24.0,46.0,16.0,39.0,20.0,34.0,38.0,14.0,11.0,17.0,14.0,31.0,31.0,37.0,28.0,29.0,13.0,36.0,33.0
S,187304,                  Roseibium aggregatum,,130.0,,,,59.0,,,,,,106.0,116.0,,146.0,,82.0,,69.0,,111.0,,,58.0,89.0,77.0,126.0,45.0,,91.0,37.0,,,,63.0,,54.0,,69.0,,,42.0,
G,187492,                Thalassolituus,,,,,,,,39.0,33.0,,,,,,,,,17.0,,,,117.0,106.0,65.0,,,,14.0,48.0,33.0,,,,107.0,33.0,43.0,,,,,,,
S,187493,                  Thalassolituus oleivorans,,,,,,,,,,,,,,,,,,17.0,,,,88.0,106.0,53.0,,,,14.0,48.0,33.0,,,,107.0,33.0,35.0,,,,,,,
C,187857,          Aquificia,,,,,,,,,,4.0,,2.0,,,3.0,,,,,,,,,,4.0,2.0,,2.0,,,,,,,,,,,,4.0,,,
G,188143,                Enterovibrio,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
S,188144,                  Enterovibrio norvegicus,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,188708,          Thermotogae,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,188710,            Thermodesulfobacteriales,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
F,188711,              Thermodesulfobacteriaceae,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
S,188770,                    Streptomyces koyangensis,,,26.0,69.0,35.0,35.0,,,,40.0,41.0,,,,,,,,,31.0,,,,31.0,,,,,,,35.0,,,,,,,35.0,,,,,42.0
F,188786,              Thermaceae,77.0,80.0,88.0,63.0,84.0,81.0,84.0,43.0,62.0,105.0,71.0,76.0,70.0,104.0,80.0,61.0,24.0,49.0,57.0,52.0,43.0,62.0,56.0,60.0,61.0,64.0,61.0,35.0,17.0,35.0,45.0,20.0,29.0,32.0,52.0,27.0,22.0,28.0,41.0,74.0,52.0,45.0,61.0
C,188787,          Deinococci,14213.0,16693.0,13987.0,803.0,396.0,395.0,725.0,469.0,417.0,378.0,296.0,290.0,1983.0,1218.0,1326.0,11832.0,10931.0,11420.0,1360.0,526.0,319.0,659.0,409.0,346.0,422.0,279.0,257.0,12939.0,12740.0,13813.0,2960.0,1532.0,1034.0,1159.0,745.0,678.0,506.0,466.0,378.0,1394.0,1183.0,2940.0,2779.0
G,188905,                Jannaschia,28.0,72.0,46.0,38.0,38.0,32.0,15.0,31.0,20.0,48.0,29.0,32.0,30.0,31.0,17.0,31.0,47.0,55.0,18.0,28.0,33.0,34.0,12.0,27.0,23.0,35.0,15.0,14.0,50.0,22.0,23.0,30.0,13.0,29.0,26.0,19.0,27.0,30.0,17.0,19.0,62.0,27.0,52.0
S,188932,                      Pedobacter cryoconitis,,,61.0,,,,,,,,,,,,26.0,,,,,,,18.0,,,,,,36.0,,22.0,,,,,,,,,,,,,
G,189326,                Gelria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,
G,189330,                Dorea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,
S,189381,                  Rossellomorea marisflavi,,,,27.0,21.0,,,,,,,,,,,,7.0,,,,,,,,,,,8.0,,,,,,,,16.0,,,36.0,,,,
S,189425,                  Paenibacillus graminis,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,189691,                  Paenibacillus elgii,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
O,189769,            Chrysiogenales,,,,,,,,,,,224.0,,612.0,465.0,355.0,,,,60.0,89.0,,,,,,75.0,,,,,,,,,,,,78.0,,,,52.0,
F,189770,              Chrysiogenaceae,,,,,,,,,,,224.0,,612.0,465.0,355.0,,,,60.0,89.0,,,,,,75.0,,,,,,,,,,,,78.0,,,,52.0,
C,189775,          Thermomicrobia,10.0,11.0,15.0,12.0,6.0,14.0,16.0,13.0,9.0,8.0,11.0,15.0,23.0,17.0,22.0,6.0,6.0,8.0,7.0,4.0,5.0,14.0,6.0,6.0,12.0,15.0,12.0,9.0,9.0,16.0,6.0,10.0,15.0,13.0,4.0,10.0,11.0,10.0,6.0,7.0,11.0,6.0,11.0
O,189776,            Thermomicrobiales,,,,,,,,2.0,,,,,3.0,,2.0,,,,,,,2.0,,,2.0,2.0,,,2.0,3.0,,,,,,,,,,,,,
F,189777,              Thermomicrobiaceae,,,,,,,,2.0,,,,,3.0,,2.0,,,,,,,2.0,,,2.0,2.0,,,2.0,3.0,,,,,,,,,,,,,
O,189778,            Nitrospirales,1963.0,2885.0,2613.0,2180.0,2893.0,2851.0,3324.0,2192.0,1584.0,2225.0,2195.0,2148.0,3736.0,3384.0,3463.0,1209.0,1390.0,1306.0,1436.0,1123.0,878.0,1476.0,938.0,783.0,1200.0,1556.0,1082.0,1011.0,1249.0,1548.0,1919.0,1142.0,1725.0,1858.0,2027.0,1512.0,2042.0,2091.0,2338.0,1200.0,1635.0,1648.0,2737.0
F,189779,              Nitrospiraceae,1963.0,2885.0,2613.0,2180.0,2893.0,2851.0,3324.0,2192.0,1584.0,2225.0,2195.0,2148.0,3736.0,3384.0,3463.0,1209.0,1390.0,1306.0,1436.0,1123.0,878.0,1476.0,938.0,783.0,1200.0,1556.0,1082.0,1011.0,1249.0,1548.0,1919.0,1142.0,1725.0,1858.0,2027.0,1512.0,2042.0,2091.0,2338.0,1200.0,1635.0,1648.0,2737.0
S,190148,                  Bradyrhizobium paxllaeri,169.0,285.0,207.0,107.0,140.0,132.0,286.0,171.0,139.0,170.0,144.0,218.0,617.0,530.0,521.0,160.0,47.0,79.0,78.0,66.0,51.0,53.0,100.0,36.0,118.0,115.0,114.0,412.0,303.0,452.0,132.0,69.0,168.0,219.0,169.0,191.0,144.0,217.0,181.0,165.0,118.0,119.0,222.0
G,190323,                Plantibacter,,17.0,14.0,,,,,,17.0,27.0,,,78.0,47.0,55.0,9.0,,14.0,,,,,,,,8.0,,58.0,42.0,37.0,18.0,,,9.0,17.0,,,,10.0,13.0,,27.0,
S,190721,                  Ralstonia insidiosa,9379.0,20657.0,16767.0,20247.0,31726.0,38145.0,58532.0,34430.0,15764.0,31021.0,40605.0,43945.0,84004.0,64825.0,75823.0,2810.0,1395.0,2107.0,9686.0,6261.0,2820.0,9248.0,5461.0,3368.0,9814.0,12788.0,8538.0,5762.0,6383.0,10554.0,19714.0,6288.0,11466.0,14265.0,14505.0,12602.0,23589.0,18955.0,24750.0,8084.0,11622.0,4245.0,24345.0
S,190897,                  Vibrio gallicus,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
G,190972,              Sedimentibacter,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,
G,191028,                Leisingera,104.0,117.0,97.0,152.0,145.0,76.0,92.0,95.0,28.0,94.0,94.0,36.0,69.0,19.0,22.0,129.0,100.0,66.0,87.0,127.0,70.0,120.0,95.0,90.0,47.0,111.0,94.0,99.0,96.0,79.0,99.0,94.0,85.0,147.0,49.0,100.0,56.0,38.0,39.0,137.0,142.0,158.0,98.0
F,191033,              Oleiphilaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,11.0
S,191292,                  Rhodococcus aetherivorans,42.0,43.0,44.0,152.0,,,,,83.0,,,,,,,,51.0,,110.0,,,,,,,,,33.0,35.0,,77.0,,,,,,,,,,,,
S,191302,                  Devosia neptuniae,,11.0,11.0,5.0,,,,,,,,,21.0,8.0,9.0,4.0,4.0,15.0,,,,,,6.0,,,,18.0,19.0,17.0,5.0,,,,,8.0,9.0,7.0,,5.0,4.0,9.0,5.0
G,191303,                Turicibacter,,13.0,8.0,91.0,58.0,103.0,,15.0,67.0,57.0,162.0,,,424.0,594.0,16.0,,19.0,42.0,85.0,19.0,,,74.0,118.0,15.0,,,,11.0,,,,15.0,53.0,51.0,,,19.0,,55.0,28.0,96.0
S,191390,                  Pseudomonas palleroniana,,,9.0,,,,37.0,20.0,419.0,,,,,,,,,,,,,16.0,21.0,310.0,,,,4.0,9.0,25.0,,,,,,,,,,10.0,,,
O,191393,            Deferribacterales,3.0,5.0,,7.0,,13.0,,,,,,,7.0,8.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
C,191410,              Chlorobiia,22.0,4.0,14.0,28.0,30.0,7.0,49.0,42.0,18.0,50.0,18.0,8.0,69.0,54.0,75.0,7.0,7.0,5.0,6.0,21.0,13.0,8.0,3.0,,5.0,20.0,8.0,8.0,9.0,26.0,25.0,15.0,,21.0,18.0,8.0,47.0,33.0,21.0,8.0,26.0,22.0,29.0
O,191411,                Chlorobiales,22.0,4.0,14.0,28.0,30.0,7.0,49.0,42.0,18.0,50.0,18.0,8.0,69.0,54.0,75.0,7.0,7.0,5.0,6.0,21.0,13.0,8.0,3.0,,5.0,20.0,8.0,8.0,9.0,26.0,25.0,15.0,,21.0,18.0,8.0,47.0,33.0,21.0,8.0,26.0,22.0,29.0
F,191412,                  Chlorobiaceae,22.0,4.0,14.0,28.0,30.0,7.0,49.0,42.0,18.0,50.0,18.0,8.0,67.0,54.0,75.0,7.0,7.0,5.0,6.0,21.0,13.0,8.0,3.0,,5.0,20.0,8.0,8.0,9.0,26.0,25.0,15.0,,19.0,18.0,8.0,47.0,33.0,21.0,8.0,26.0,22.0,29.0
S,191493,                  Corynebacterium sphenisci,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
G,191494,                Conexibacter,681.0,1154.0,933.0,1015.0,1211.0,1210.0,1824.0,1584.0,1189.0,1585.0,1419.0,1477.0,4567.0,3435.0,3434.0,681.0,679.0,761.0,1052.0,897.0,988.0,1529.0,1087.0,781.0,1269.0,1560.0,1510.0,1160.0,1351.0,1565.0,1451.0,1084.0,1577.0,2037.0,1610.0,1621.0,2437.0,2141.0,1824.0,1411.0,1399.0,1665.0,1886.0
S,191495,                  Conexibacter woesei,350.0,598.0,419.0,412.0,730.0,709.0,1091.0,972.0,667.0,812.0,870.0,828.0,2107.0,2131.0,1695.0,341.0,392.0,410.0,517.0,536.0,550.0,991.0,646.0,551.0,618.0,856.0,961.0,602.0,628.0,848.0,844.0,454.0,899.0,1131.0,1010.0,926.0,1425.0,1056.0,1132.0,721.0,742.0,775.0,991.0
S,191579,                      Fluviicola taffensis,1665.0,748.0,1114.0,755.0,1964.0,2033.0,97.0,112.0,154.0,227.0,108.0,124.0,26.0,10.0,34.0,846.0,1482.0,844.0,74.0,371.0,841.0,176.0,128.0,211.0,184.0,155.0,197.0,11.0,9.0,9.0,31.0,31.0,38.0,21.0,42.0,52.0,37.0,27.0,66.0,141.0,45.0,40.0,22.0
F1,191675,                Enterobacteriaceae incertae sedis,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,192389,                        Chryseobacterium daecheongense,16.0,9.0,,,,,,,,5.0,5.0,,,,,27.0,63.0,17.0,,,,,,,,7.0,,39.0,104.0,10.0,,,,,,,,,,,,,
S,192421,                  Planococcus maritimus,,,,,,,,,,,,,,,,7.0,5.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
S,192812,                  Qipengyuania flava,11106.0,10409.0,8680.0,6209.0,4963.0,5457.0,9221.0,9757.0,11687.0,7905.0,6755.0,6424.0,674.0,436.0,272.0,13392.0,15475.0,14451.0,17929.0,11237.0,15599.0,17508.0,15644.0,15331.0,10760.0,12269.0,13051.0,7293.0,9320.0,8604.0,21124.0,24512.0,22031.0,19409.0,16489.0,17336.0,12891.0,11192.0,10369.0,16192.0,14234.0,23372.0,15393.0
S,192843,                  Rhodoferax ferrireducens,20.0,19.0,22.0,58.0,92.0,99.0,197.0,146.0,81.0,124.0,161.0,116.0,458.0,430.0,392.0,17.0,11.0,17.0,40.0,60.0,54.0,75.0,74.0,53.0,68.0,98.0,57.0,20.0,35.0,42.0,140.0,91.0,138.0,161.0,153.0,90.0,155.0,140.0,165.0,45.0,87.0,81.0,164.0
G1,192944,                  unclassified Rhodococcus (in: high G+C Gram-positive bacteria),6959.0,9337.0,9057.0,7265.0,8522.0,9430.0,11984.0,8860.0,5878.0,6489.0,9125.0,10124.0,1080.0,598.0,942.0,5143.0,3364.0,6948.0,3188.0,2871.0,1282.0,3149.0,2000.0,3305.0,2933.0,3911.0,2277.0,7110.0,7127.0,9480.0,6005.0,2385.0,3861.0,5781.0,4823.0,5009.0,5143.0,4435.0,6236.0,1968.0,4320.0,2615.0,7058.0
G,192992,                Thermoleophilum,17.0,31.0,29.0,41.0,44.0,26.0,50.0,34.0,49.0,76.0,16.0,68.0,149.0,75.0,56.0,21.0,16.0,20.0,24.0,33.0,22.0,12.0,,24.0,19.0,45.0,27.0,55.0,55.0,90.0,29.0,25.0,45.0,46.0,44.0,33.0,60.0,49.0,28.0,33.0,49.0,31.0,54.0
S,193462,                  Streptomyces niveus,,,14.0,19.0,,14.0,,25.0,,,,29.0,96.0,,,7.0,,,,,,13.0,,,,,,9.0,,10.0,,,18.0,,13.0,14.0,,,24.0,,19.0,,
S,194673,                    Streptomyces rubrogriseus,,,25.0,45.0,,,,,,,,,109.0,,,,,,,,,,,,41.0,,,,31.0,,,,,,,,,,,,,,
G1,194690,                  unclassified Pseudoalteromonas,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,49.0,,,,,,,,,,
F,194924,              Desulfovibrionaceae,139.0,70.0,123.0,302.0,99.0,754.0,1365.0,1099.0,56.0,87.0,244.0,608.0,3173.0,2808.0,2064.0,89.0,74.0,24.0,156.0,161.0,48.0,176.0,163.0,253.0,65.0,230.0,56.0,339.0,190.0,481.0,409.0,194.0,456.0,314.0,747.0,221.0,690.0,402.0,332.0,199.0,112.0,204.0,489.0
S,194963,                    Sinorhizobium americanum,6.0,,,19.0,,,26.0,,16.0,,,21.0,31.0,25.0,,,8.0,,,9.0,,,9.0,,14.0,35.0,,5.0,8.0,,12.0,,,,,,,38.0,20.0,,,12.0,
S,195105,                  Haematobacter massiliensis,13605.0,13415.0,12216.0,8059.0,8838.0,8857.0,8595.0,8268.0,7769.0,12130.0,9312.0,9280.0,13199.0,11078.0,13258.0,8258.0,9786.0,9121.0,6622.0,6552.0,7557.0,9199.0,6810.0,6842.0,7830.0,7619.0,8913.0,8035.0,8782.0,8757.0,6275.0,6499.0,6113.0,6853.0,6322.0,5623.0,5326.0,5579.0,5372.0,12387.0,11594.0,9939.0,7775.0
S,195250,                      Synechococcus sp. PCC 7336,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,
S,195253,                      Synechococcus sp. PCC 6312,,,,,2.0,,2.0,,,,,,4.0,2.0,8.0,,,,3.0,,,,,2.0,,,2.0,,,,,,,,2.0,,,,4.0,2.0,,2.0,
S,195913,                  Loktanella salsilacus,8.0,27.0,53.0,21.0,9.0,17.0,19.0,23.0,13.0,29.0,28.0,,31.0,11.0,,20.0,59.0,32.0,20.0,16.0,23.0,29.0,34.0,29.0,17.0,26.0,44.0,15.0,23.0,16.0,,7.0,11.0,20.0,8.0,17.0,8.0,28.0,13.0,17.0,21.0,20.0,21.0
G,195950,                    Tannerella,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,196013,                Caldimonas,1293.0,3334.0,3210.0,7827.0,8650.0,9004.0,16248.0,12970.0,10387.0,14872.0,12930.0,13827.0,27562.0,19006.0,20546.0,541.0,640.0,1144.0,6108.0,5147.0,4404.0,7966.0,6325.0,5544.0,7775.0,8977.0,7237.0,1977.0,2362.0,4137.0,13243.0,7960.0,12795.0,12419.0,11481.0,11781.0,15024.0,14256.0,16115.0,5644.0,7710.0,9804.0,13977.0
S,196024,                  Aeromonas dhakensis,,,,,,63.0,,,,,,,219.0,222.0,170.0,,,,,,,79.0,,,,,,8.0,,9.0,,,53.0,,60.0,59.0,,75.0,61.0,,,,
G1,196158,                  unclassified Octadecabacter,80.0,,105.0,51.0,,,,,,,,,,,,116.0,90.0,70.0,93.0,74.0,,49.0,,,,,103.0,,65.0,70.0,66.0,67.0,89.0,,,73.0,,93.0,,,101.0,47.0,49.0
G1,196159,                  unclassified Sphingomonas,137799.0,128130.0,130677.0,230561.0,172992.0,187731.0,137021.0,145621.0,153292.0,104324.0,87074.0,84968.0,17348.0,16762.0,18218.0,173658.0,174429.0,185760.0,289973.0,239924.0,295193.0,261553.0,226023.0,234306.0,185849.0,198937.0,197145.0,94604.0,111551.0,105679.0,223328.0,275600.0,249515.0,238789.0,222197.0,204484.0,188617.0,179299.0,174915.0,229373.0,228657.0,297112.0,221240.0
S,196162,                    Nocardioides sp. JS614,3173.0,3456.0,4122.0,3664.0,2598.0,3261.0,4742.0,3320.0,2368.0,3142.0,3085.0,2576.0,2146.0,2011.0,2019.0,2925.0,2436.0,3231.0,3484.0,2187.0,2042.0,2481.0,2142.0,1718.0,2129.0,2326.0,1879.0,3673.0,4341.0,4408.0,2367.0,1830.0,1897.0,2545.0,2031.0,1512.0,2002.0,1926.0,1586.0,2710.0,2664.0,2776.0,2420.0
G1,196198,                  unclassified Stenotrophomonas,3216.0,3956.0,3675.0,2003.0,149.0,3512.0,8263.0,736.0,2552.0,3296.0,313.0,3492.0,576.0,912.0,5496.0,3540.0,1586.0,3051.0,3124.0,905.0,293.0,2094.0,1397.0,519.0,591.0,47.0,307.0,12870.0,12897.0,10905.0,3482.0,1752.0,5185.0,1120.0,1528.0,2404.0,738.0,1987.0,537.0,422.0,1731.0,1110.0,6806.0
G1,196773,                  unclassified Devosia,279.0,519.0,421.0,183.0,215.0,188.0,275.0,187.0,130.0,213.0,249.0,198.0,893.0,990.0,750.0,366.0,397.0,400.0,209.0,210.0,180.0,247.0,207.0,123.0,139.0,214.0,181.0,849.0,1064.0,840.0,456.0,339.0,300.0,348.0,298.0,218.0,220.0,308.0,271.0,223.0,213.0,495.0,427.0
G1,196779,                  unclassified Rhodobacter,211.0,372.0,304.0,111.0,97.0,247.0,295.0,248.0,225.0,208.0,164.0,150.0,143.0,34.0,189.0,294.0,196.0,329.0,135.0,228.0,152.0,283.0,158.0,124.0,210.0,179.0,227.0,212.0,252.0,163.0,99.0,231.0,156.0,271.0,116.0,33.0,106.0,201.0,52.0,397.0,269.0,289.0,303.0
G1,196795,                  unclassified Sulfitobacter,1214.0,751.0,681.0,492.0,387.0,702.0,357.0,555.0,669.0,380.0,209.0,717.0,216.0,281.0,498.0,819.0,656.0,342.0,502.0,246.0,415.0,555.0,328.0,791.0,305.0,420.0,821.0,124.0,246.0,439.0,641.0,364.0,387.0,141.0,283.0,110.0,183.0,366.0,376.0,1070.0,1185.0,222.0,666.0
G1,196806,                  unclassified Psychrobacter,48.0,18.0,70.0,15.0,19.0,20.0,,28.0,,,,24.0,192.0,,222.0,89.0,80.0,141.0,77.0,26.0,48.0,70.0,86.0,29.0,,26.0,34.0,281.0,264.0,316.0,141.0,93.0,86.0,50.0,260.0,107.0,111.0,33.0,103.0,32.0,114.0,97.0,63.0
G1,196814,                  unclassified Marinomonas,,,,,,,,,,,,23.0,21.0,,23.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
G1,196816,                  unclassified Acinetobacter,77030.0,101144.0,157668.0,662.0,,206.0,113.0,524.0,601.0,,,387.0,1816.0,1155.0,1657.0,198860.0,225163.0,257580.0,818.0,,,1553.0,998.0,678.0,207.0,58.0,,440266.0,520630.0,478712.0,1116.0,138.0,121.0,3233.0,2396.0,1300.0,1447.0,288.0,113.0,415.0,168.0,2226.0,820.0
G1,196818,                  unclassified Shewanella,,63.0,32.0,24.0,,,35.0,,,33.0,,26.0,92.0,29.0,73.0,,,,65.0,13.0,50.0,,147.0,210.0,,,,131.0,105.0,26.0,,,35.0,,533.0,197.0,25.0,18.0,,26.0,,46.0,
G1,196821,                  unclassified Pseudomonas,11288.0,20219.0,13217.0,3168.0,36501.0,4538.0,8119.0,32563.0,4725.0,13910.0,10038.0,55680.0,29402.0,168911.0,25425.0,7156.0,5524.0,5610.0,3272.0,2477.0,11474.0,15533.0,3802.0,20813.0,2442.0,4284.0,3750.0,44033.0,43174.0,69298.0,3618.0,3464.0,4473.0,27115.0,28180.0,3250.0,27626.0,4098.0,40379.0,1952.0,3598.0,20451.0,49639.0
G1,196834,                  unclassified Colwellia,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
G1,196858,                      unclassified Polaribacter,106.0,114.0,97.0,745.0,716.0,840.0,450.0,375.0,563.0,482.0,450.0,456.0,66.0,80.0,107.0,27.0,132.0,56.0,439.0,522.0,775.0,433.0,442.0,726.0,443.0,567.0,552.0,35.0,45.0,49.0,120.0,138.0,126.0,181.0,159.0,145.0,127.0,226.0,168.0,420.0,500.0,183.0,141.0
G1,196864,                      unclassified Psychroflexus,,,,,80.0,143.0,,,,,,,,,,,,,,,,,37.0,,,,,,,12.0,,,,,,,,40.0,,,,,
G1,196869,                      unclassified Flavobacterium,47836.0,58663.0,72513.0,52254.0,29691.0,30134.0,19658.0,12489.0,15775.0,5613.0,4684.0,4631.0,111179.0,87332.0,82272.0,75212.0,71022.0,97918.0,84305.0,50698.0,58290.0,23787.0,12105.0,16412.0,3733.0,4540.0,10038.0,1009941.0,1288194.0,1039871.0,413102.0,325675.0,190950.0,116828.0,77973.0,53299.0,24716.0,21825.0,18029.0,24844.0,26734.0,277938.0,187925.0
S,196914,                  Actinoplanes friuliensis,,,8.0,,,,,,,8.0,,,,12.0,,,5.0,,,,,,,,,,,,12.0,9.0,,,,11.0,,,,,,,7.0,,
S,197614,                  Streptococcus pasteurianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,
S,197653,                    Anabaena azotica,16.0,,12.0,15.0,32.0,16.0,20.0,10.0,9.0,39.0,21.0,20.0,23.0,28.0,21.0,,,,13.0,16.0,29.0,17.0,32.0,,31.0,17.0,32.0,,,15.0,,27.0,68.0,,20.0,,,26.0,50.0,,30.0,23.0,39.0
S,198107,                    Azoarcus sp. CIB,140.0,323.0,234.0,712.0,542.0,771.0,1186.0,842.0,924.0,764.0,788.0,695.0,5406.0,4535.0,4870.0,98.0,74.0,107.0,641.0,356.0,276.0,510.0,405.0,448.0,395.0,650.0,464.0,214.0,291.0,452.0,965.0,513.0,661.0,1153.0,1009.0,717.0,778.0,1006.0,1136.0,552.0,666.0,744.0,1091.0
S,198119,                  Paenibacillus barcinonensis,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,198251,                Candidatus Pelagibacter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
S,198618,                  Pseudomonas umsongensis,1397.0,334.0,547.0,157.0,167.0,114.0,82.0,33.0,39.0,110.0,108.0,87.0,1358.0,1310.0,1403.0,492.0,595.0,602.0,71.0,91.0,43.0,83.0,24.0,23.0,48.0,70.0,106.0,6113.0,7403.0,8438.0,234.0,52.0,34.0,48.0,58.0,43.0,52.0,25.0,26.0,106.0,77.0,86.0,61.0
S,198620,                    Pseudomonas koreensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
S,199136,                  Arthrobacter koreensis,,,7.0,9.0,,,,,,,,,30.0,,,,5.0,8.0,,,,,,,,,,31.0,25.0,17.0,,,,,,,,,,,14.0,,
S,199441,                  Halalkalibacter krulwichiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,13.0,
S,199591,                  Brevibacterium luteolum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,
S,199592,                  Microbacterium paraoxydans,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,
S,199596,                  Methylocella silvestris,12.0,7.0,12.0,27.0,17.0,14.0,31.0,51.0,30.0,38.0,40.0,41.0,83.0,103.0,95.0,8.0,,4.0,24.0,23.0,30.0,20.0,19.0,14.0,25.0,30.0,20.0,11.0,16.0,6.0,12.0,10.0,24.0,11.0,11.0,17.0,19.0,11.0,20.0,27.0,22.0,12.0,14.0
S,200252,                  Deinococcus aetherius,3.0,11.0,5.0,,,,,,2.0,,4.0,,3.0,8.0,3.0,,2.0,3.0,,,,,,,,3.0,,4.0,8.0,,2.0,,2.0,,,,,2.0,,,,,
S,200254,                  Aromatoleum buckelii,,20.0,18.0,9.0,29.0,15.0,38.0,38.0,28.0,24.0,43.0,64.0,68.0,61.0,33.0,8.0,5.0,,20.0,14.0,,21.0,12.0,11.0,29.0,,17.0,8.0,14.0,20.0,30.0,10.0,33.0,40.0,40.0,16.0,45.0,30.0,52.0,11.0,20.0,24.0,28.0
